asset,lon,lat,taxonomy,number,structural,contents,area
53053073118-RM1L-PC,-122.23711,47.04503,RM1L-PC,0.6,158,79,1
53053073118-W1-PC,-122.23711,47.04503,W1-PC,27.6,7305,3653,49
53053073118-MH-LC,-122.23711,47.04503,MH-LC,73.8,3807,1905,74
53053073118-RM1L-LC,-122.23711,47.04503,RM1L-LC,4.4,1228,614,8
53053073118-W1-LC,-122.23711,47.04503,W1-LC,214.4,56693,28348,381
53053073118-C2L-MC,-122.23711,47.04503,C2L-MC,0.4,385,193,2
53053073118-MH-MC,-122.23711,47.04503,MH-MC,330.6,17051,8533,330
53053073118-RM1L-MC,-122.23711,47.04503,RM1L-MC,19.6,5499,2750,36
53053073118-W1-MC,-122.23711,47.04503,W1-MC,960.1,253929,126971,1708
53053073119-MH-PC,-122.21379,46.97200,MH-PC,31.7,1626,814,32
53053073119-RM1L-PC,-122.21379,46.97200,RM1L-PC,1.7,484,242,3
53053073119-W1-PC,-122.21379,46.97200,W1-PC,83.4,19309,9655,141
53053073119-C2L-LC,-122.21379,46.97200,C2L-LC,0.1,206,103,1
53053073119-MH-LC,-122.21379,46.97200,MH-LC,65.0,3333,1668,65
53053073119-RM1L-LC,-122.21379,46.97200,RM1L-LC,3.5,992,496,7
53053073119-W1-LC,-122.21379,46.97200,W1-LC,171.0,39573,19788,288
53053073119-C2L-MC,-122.21379,46.97200,C2L-MC,0.5,797,399,4
53053073119-MH-MC,-122.21379,46.97200,MH-MC,251.6,12892,6454,251
53053073119-RM1L-MC,-122.21379,46.97200,RM1L-MC,13.4,3836,1918,26
53053073119-W1-MC,-122.21379,46.97200,W1-MC,661.6,153094,76554,1115
53053073120-MH-PC,-122.30088,47.11622,MH-PC,9.1,495,248,9
53053073120-RM1L-PC,-122.30088,47.11622,RM1L-PC,0.9,263,132,2
53053073120-W1-PC,-122.30088,47.11622,W1-PC,37.2,9914,4957,68
53053073120-C2L-LC,-122.30088,47.11622,C2L-LC,0.4,155,78,1
53053073120-C3L-LC,-122.30088,47.11622,C3L-LC,0.5,152,76,1
53053073120-MH-LC,-122.30088,47.11622,MH-LC,25.2,1376,689,26
53053073120-RM1L-LC,-122.30088,47.11622,RM1L-LC,2.6,732,366,5
53053073120-W1-LC,-122.30088,47.11622,W1-LC,103.3,27551,13777,189
53053073120-C2L-MC,-122.30088,47.11622,C2L-MC,3.1,1090,545,10
53053073120-MH-MC,-122.30088,47.11622,MH-MC,177.0,9656,4835,181
53053073120-RM1L-MC,-122.30088,47.11622,RM1L-MC,18.2,5136,2568,38
53053073120-S3-MC,-122.30088,47.11622,S3-MC,1.0,305,153,3
53053073120-W1-MC,-122.30088,47.11622,W1-MC,724.9,193320,96668,1329
53053073121-W1-LC,-122.30543,47.10350,W1-LC,17.2,5875,2938,34
53053073121-RM1L-MC,-122.30543,47.10350,RM1L-MC,32.1,11433,5717,65
53053073121-W1-MC,-122.30543,47.10350,W1-MC,1547.2,528731,264376,3030
53053073122-MH-PC,-122.27417,47.10579,MH-PC,1.5,99,50,2
53053073122-W1-PC,-122.27417,47.10579,W1-PC,16.5,5079,2540,32
53053073122-C3L-LC,-122.27417,47.10579,C3L-LC,0.3,223,112,1
53053073122-MH-LC,-122.27417,47.10579,MH-LC,2.6,170,85,3
53053073122-RM1L-LC,-122.27417,47.10579,RM1L-LC,0.7,235,118,1
53053073122-W1-LC,-122.27417,47.10579,W1-LC,28.3,8707,4354,55
53053073122-C2L-MC,-122.27417,47.10579,C2L-MC,2.8,1928,965,12
53053073122-MH-MC,-122.27417,47.10579,MH-MC,104.1,6791,3404,111
53053073122-RM1L-MC,-122.27417,47.10579,RM1L-MC,26.4,9429,4715,60
53053073122-S3-MC,-122.27417,47.10579,S3-MC,0.9,643,322,4
53053073122-W1-MC,-122.27417,47.10579,W1-MC,1133.9,348638,174330,2197
53053073123-W1-PC,-122.24314,47.09032,W1-PC,11.5,3151,1576,21
53053073123-MH-LC,-122.24314,47.09032,MH-LC,3.3,180,91,3
53053073123-RM1L-LC,-122.24314,47.09032,RM1L-LC,3.1,881,441,6
53053073123-W1-LC,-122.24314,47.09032,W1-LC,144.7,39783,19893,262
53053073123-C2L-MC,-122.24314,47.09032,C2L-MC,1.1,574,288,4
53053073123-MH-MC,-122.24314,47.09032,MH-MC,28.9,1587,799,30
53053073123-RM1L-MC,-122.24314,47.09032,RM1L-MC,27.2,7772,3886,51
53053073123-W1-MC,-122.24314,47.09032,W1-MC,1276.3,350956,175490,2309
53033027300-C2L-PC,-122.29852,47.48060,C2L-PC,0.5,840,420,5
53033027300-C3L-PC,-122.29852,47.48060,C3L-PC,1.5,1833,917,11
53033027300-MH-PC,-122.29852,47.48060,MH-PC,6.5,598,300,8
53033027300-RM1L-PC,-122.29852,47.48060,RM1L-PC,2.8,1299,650,8
53033027300-W1-PC,-122.29852,47.48060,W1-PC,134.2,33431,16718,249
53033027300-C2L-MC,-122.29852,47.48060,C2L-MC,4.4,7559,3781,42
53033027300-MH-MC,-122.29852,47.48060,MH-MC,58.7,5378,2696,72
53033027300-RM1L-MC,-122.29852,47.48060,RM1L-MC,25.1,11693,5848,75
53033027300-S1L-MC,-122.29852,47.48060,S1L-MC,0.2,581,291,3
53033027300-S2L-MC,-122.29852,47.48060,S2L-MC,0.1,376,188,2
53033027300-S3-MC,-122.29852,47.48060,S3-MC,1.1,1377,689,9
53033027300-S4L-MC,-122.29852,47.48060,S4L-MC,0.1,348,174,2
53033027300-W1-MC,-122.29852,47.48060,W1-MC,1207.7,300878,150460,2240
53053073125-C2L-LC,-122.31658,47.07931,C2L-LC,0.1,176,88,1
53053073125-C3L-LC,-122.31658,47.07931,C3L-LC,0.2,501,251,3
53053073125-MH-LC,-122.31658,47.07931,MH-LC,21.1,1217,610,22
53053073125-RM1L-LC,-122.31658,47.07931,RM1L-LC,3.4,1106,553,7
53053073125-W1-LC,-122.31658,47.07931,W1-LC,161.4,43857,21930,295
53053073125-C2L-MC,-122.31658,47.07931,C2L-MC,1.1,2658,1329,16
53053073125-MH-MC,-122.31658,47.07931,MH-MC,318.9,18406,9223,329
53053073125-RM1L-MC,-122.31658,47.07931,RM1L-MC,50.8,16740,8370,110
53053073125-S3-MC,-122.31658,47.07931,S3-MC,0.4,886,443,5
53053073125-W1-MC,-122.31658,47.07931,W1-MC,2442.6,663520,331774,4463
53053073126-RM1L-PC,-122.30149,47.09072,RM1L-PC,0.7,227,114,1
53053073126-W1-PC,-122.30149,47.09072,W1-PC,34.2,10288,5144,65
53053073126-W1-LC,-122.30149,47.09072,W1-LC,17.1,5144,2572,32
53053073126-C2L-MC,-122.30149,47.09072,C2L-MC,0.4,502,251,3
53053073126-MH-MC,-122.30149,47.09072,MH-MC,0.3,415,208,3
53053073126-RM1L-MC,-122.30149,47.09072,RM1L-MC,20.9,6758,3379,43
53053073126-S3-MC,-122.30149,47.09072,S3-MC,0.1,167,84,1
53053073126-W1-MC,-122.30149,47.09072,W1-MC,1017.8,305738,152876,1926
53053940008-W1-PC,-122.39546,47.29400,W1-PC,12.7,3910,1955,26
53053940008-C2L-LC,-122.39546,47.29400,C2L-LC,0.8,741,371,5
53053940008-C3L-LC,-122.39546,47.29400,C3L-LC,1.2,1097,549,7
53053940008-MH-LC,-122.39546,47.29400,MH-LC,0.6,601,301,4
53053940008-RM1L-LC,-122.39546,47.29400,RM1L-LC,4.8,2081,1040,14
53053940008-S3-LC,-122.39546,47.29400,S3-LC,0.3,247,124,2
53053940008-W1-LC,-122.39546,47.29400,W1-LC,188.5,58158,29081,381
53053940008-C2L-MC,-122.39546,47.29400,C2L-MC,5.7,5440,2720,35
53053940008-MH-MC,-122.39546,47.29400,MH-MC,4.7,4409,2205,29
53053940008-RM1L-MC,-122.39546,47.29400,RM1L-MC,34.9,15264,7633,100
53053940008-S3-MC,-122.39546,47.29400,S3-MC,1.9,1813,907,12
53053940008-W1-MC,-122.39546,47.29400,W1-MC,1383.1,426658,213343,2797
53029971700-MH-PC,-122.42148,48.10960,MH-PC,13.6,700,351,14
53029971700-RM1L-PC,-122.42148,48.10960,RM1L-PC,2.0,414,207,3
53029971700-W1-PC,-122.42148,48.10960,W1-PC,97.9,19942,9972,157
53029971700-MH-LC,-122.42148,48.10960,MH-LC,72.0,3710,1858,72
53029971700-RM1L-LC,-122.42148,48.10960,RM1L-LC,10.5,2195,1097,17
53029971700-W1-LC,-122.42148,48.10960,W1-LC,518.7,105651,52830,829
53029971700-C2L-MC,-122.42148,48.10960,C2L-MC,0.4,253,127,1
53029971700-MH-MC,-122.42148,48.10960,MH-MC,203.2,10474,5247,203
53029971700-RM1L-MC,-122.42148,48.10960,RM1L-MC,29.5,6197,3099,48
53029971700-W1-MC,-122.42148,48.10960,W1-MC,1464.5,298285,149154,2342
53067011710-RM1L-PC,-122.85719,47.00211,RM1L-PC,0.8,250,125,2
53067011710-W1-PC,-122.85719,47.00211,W1-PC,34.5,10333,5167,66
53067011710-C2L-LC,-122.85719,47.00211,C2L-LC,0.9,474,237,4
53067011710-C3L-LC,-122.85719,47.00211,C3L-LC,0.8,384,192,3
53067011710-MH-LC,-122.85719,47.00211,MH-LC,8.6,720,361,11
53067011710-RM1L-LC,-122.85719,47.00211,RM1L-LC,10.8,3468,1734,23
53067011710-S3-LC,-122.85719,47.00211,S3-LC,0.3,131,66,1
53067011710-W1-LC,-122.85719,47.00211,W1-LC,477.0,143075,71542,911
53067011710-C2L-MC,-122.85719,47.00211,C2L-MC,4.0,2130,1065,17
53067011710-MH-MC,-122.85719,47.00211,MH-MC,38.4,3233,1622,47
53067011710-RM1L-MC,-122.85719,47.00211,RM1L-MC,48.3,15566,7784,103
53067011710-S3-MC,-122.85719,47.00211,S3-MC,1.2,590,295,5
53067011710-W1-MC,-122.85719,47.00211,W1-MC,2141.3,642247,321143,4088
53037975300-MH-PC,-120.32672,47.13649,MH-PC,34.0,1737,876,34
53037975300-RM1L-PC,-120.32672,47.13649,RM1L-PC,3.0,691,346,5
53037975300-W1-PC,-120.32672,47.13649,W1-PC,155.2,35354,17684,259
53037975300-MH-LC,-120.32672,47.13649,MH-LC,306.7,15654,7889,305
53037975300-RM1L-LC,-120.32672,47.13649,RM1L-LC,27.3,6229,3116,45
53037975300-W1-LC,-120.32672,47.13649,W1-LC,1398.8,318538,159333,2331
53009000200-C2L-PC,-124.41166,48.17973,C2L-PC,0.4,2135,1067,11
53009000200-C3L-PC,-124.41166,48.17973,C3L-PC,0.3,209,105,1
53009000200-MH-PC,-124.41166,48.17973,MH-PC,4.8,302,152,5
53009000200-RM1L-PC,-124.41166,48.17973,RM1L-PC,1.6,2585,1293,14
53009000200-S3-PC,-124.41166,48.17973,S3-PC,0.1,254,127,1
53009000200-W1-PC,-124.41166,48.17973,W1-PC,69.7,22787,11396,153
53009000200-C2L-MC,-124.41166,48.17973,C2L-MC,2.5,14542,7272,75
53009000200-MH-MC,-124.41166,48.17973,MH-MC,32.8,2055,1038,35
53009000200-RM1L-MC,-124.41166,48.17973,RM1L-MC,11.0,17611,8807,96
53009000200-S1L-MC,-124.41166,48.17973,S1L-MC,0.3,2345,1173,12
53009000200-S2L-MC,-124.41166,48.17973,S2L-MC,0.1,405,203,2
53009000200-S3-MC,-124.41166,48.17973,S3-MC,0.4,1733,867,9
53009000200-S4L-MC,-124.41166,48.17973,S4L-MC,0.3,2365,1183,12
53009000200-W1-MC,-124.41166,48.17973,W1-MC,475.0,155236,77636,1039
53005010701-MH-PC,-119.45231,46.28932,MH-PC,7.9,401,201,8
53005010701-W1-PC,-119.45231,46.28932,W1-PC,7.2,2142,1071,13
53005010701-MH-LC,-119.45231,46.28932,MH-LC,30.8,1573,787,31
53005010701-RM1L-LC,-119.45231,46.28932,RM1L-LC,0.6,170,85,1
53005010701-W1-LC,-119.45231,46.28932,W1-LC,28.4,8398,4199,53
53005010701-MH-MC,-119.45231,46.28932,MH-MC,375.3,19142,9580,373
53005010701-RM1L-MC,-119.45231,46.28932,RM1L-MC,7.0,2066,1033,13
53005010701-W1-MC,-119.45231,46.28932,W1-MC,345.6,102183,51095,643
53005010703-MH-PC,-119.41229,46.33873,MH-PC,21.8,1113,557,22
53005010703-W1-PC,-119.41229,46.33873,W1-PC,25.4,6125,3064,43
53005010703-C2L-LC,-119.41229,46.33873,C2L-LC,0.3,115,58,1
53005010703-MH-LC,-119.41229,46.33873,MH-LC,508.4,26005,13018,507
53005010703-RM1L-LC,-119.41229,46.33873,RM1L-LC,11.5,2827,1414,20
53005010703-W1-LC,-119.41229,46.33873,W1-LC,593.2,143126,71583,1002
53077002001-MH-PC,-120.00752,46.32904,MH-PC,2.9,176,88,3
53077002001-RM1L-PC,-120.00752,46.32904,RM1L-PC,0.5,132,66,1
53077002001-W1-PC,-120.00752,46.32904,W1-PC,16.9,2962,1482,26
53077002001-C2L-LC,-120.00752,46.32904,C2L-LC,11.5,5671,2838,39
53077002001-C3L-LC,-120.00752,46.32904,C3L-LC,2.7,1088,544,8
53077002001-MH-LC,-120.00752,46.32904,MH-LC,262.2,15822,7929,276
53077002001-RM1L-LC,-120.00752,46.32904,RM1L-LC,43.0,11850,5928,92
53077002001-S1L-LC,-120.00752,46.32904,S1L-LC,0.2,233,117,1
53077002001-S3-LC,-120.00752,46.32904,S3-LC,3.5,1430,716,11
53077002001-S4L-LC,-120.00752,46.32904,S4L-LC,0.2,269,135,1
53077002001-W1-LC,-120.00752,46.32904,W1-LC,1519.5,266351,133219,2380
53077002002-C2L-PC,-120.01275,46.31290,C2L-PC,0.9,986,493,6
53077002002-MH-PC,-120.01275,46.31290,MH-PC,39.2,2333,1169,41
53077002002-RM1L-PC,-120.01275,46.31290,RM1L-PC,3.8,1687,844,11
53077002002-S3-PC,-120.01275,46.31290,S3-PC,0.3,167,84,1
53077002002-W1-PC,-120.01275,46.31290,W1-PC,148.1,33622,16815,262
53077002002-C2L-LC,-120.01275,46.31290,C2L-LC,8.3,9192,4597,55
53077002002-C3L-LC,-120.01275,46.31290,C3L-LC,1.9,1231,616,9
53077002002-MH-LC,-120.01275,46.31290,MH-LC,365.2,21745,10897,382
53077002002-RM1L-LC,-120.01275,46.31290,RM1L-LC,35.9,15718,7861,106
53077002002-S1L-LC,-120.01275,46.31290,S1L-LC,0.2,630,315,3
53077002002-S2L-LC,-120.01275,46.31290,S2L-LC,0.2,547,273,3
53077002002-S3-LC,-120.01275,46.31290,S3-LC,2.3,1556,778,11
53077002002-S4L-LC,-120.01275,46.31290,S4L-LC,0.2,792,396,4
53077002002-W1-LC,-120.01275,46.31290,W1-LC,1380.2,313344,156712,2446
53005010707-W1-PC,-119.37014,46.27595,W1-PC,5.9,1842,921,11
53005010707-RM1L-LC,-119.37014,46.27595,RM1L-LC,0.7,230,115,1
53005010707-W1-LC,-119.37014,46.27595,W1-LC,36.7,11444,5722,69
53005010707-RM1L-MC,-119.37014,46.27595,RM1L-MC,16.1,5029,2515,30
53005010707-W1-MC,-119.37014,46.27595,W1-MC,800.2,249794,124908,1513
53005010708-MH-PC,-119.37393,46.29350,MH-PC,4.0,223,112,4
53005010708-W1-PC,-119.37393,46.29350,W1-PC,15.8,3780,1890,28
53005010708-C2L-LC,-119.37393,46.29350,C2L-LC,2.6,1041,521,9
53005010708-C3L-LC,-119.37393,46.29350,C3L-LC,0.6,233,117,2
53005010708-MH-LC,-119.37393,46.29350,MH-LC,156.7,8698,4350,161
53005010708-RM1L-LC,-119.37393,46.29350,RM1L-LC,15.2,4130,2066,32
53005010708-S3-LC,-119.37393,46.29350,S3-LC,0.9,347,174,3
53005010708-W1-LC,-119.37393,46.29350,W1-LC,615.2,147254,73642,1078
53033002700-C2L-PC,-122.33115,47.68687,C2L-PC,1.9,1615,808,10
53033002700-C3L-PC,-122.33115,47.68687,C3L-PC,1.9,1744,873,11
53033002700-MH-PC,-122.33115,47.68687,MH-PC,1.2,1098,549,7
53033002700-RM1L-PC,-122.33115,47.68687,RM1L-PC,15.5,5889,2945,35
53033002700-S3-PC,-122.33115,47.68687,S3-PC,0.6,524,262,3
53033002700-W1-PC,-122.33115,47.68687,W1-PC,1095.6,374462,187256,2227
53033002700-C2L-MC,-122.33115,47.68687,C2L-MC,1.4,1170,585,7
53033002700-MH-MC,-122.33115,47.68687,MH-MC,0.9,795,398,5
53033002700-RM1L-MC,-122.33115,47.68687,RM1L-MC,11.3,4264,2133,26
53033002700-S3-MC,-122.33115,47.68687,S3-MC,0.4,379,190,2
53033002700-W1-MC,-122.33115,47.68687,W1-MC,793.4,271162,135599,1612
53061052203-W1-PC,-121.98004,47.87822,W1-PC,13.2,3904,1952,25
53061052203-MH-LC,-121.98004,47.87822,MH-LC,16.1,827,416,16
53061052203-RM1L-LC,-121.98004,47.87822,RM1L-LC,5.2,1583,791,10
53061052203-W1-LC,-121.98004,47.87822,W1-LC,242.3,71738,35872,452
53061052203-C2L-MC,-121.98004,47.87822,C2L-MC,1.2,567,284,3
53061052203-MH-MC,-121.98004,47.87822,MH-MC,92.2,4750,2388,92
53061052203-RM1L-MC,-121.98004,47.87822,RM1L-MC,29.7,9087,4544,57
53061052203-W1-MC,-121.98004,47.87822,W1-MC,1391.3,411884,205959,2594
53061052204-RM1L-PC,-122.01839,47.86677,RM1L-PC,1.0,296,148,2
53061052204-W1-PC,-122.01839,47.86677,W1-PC,44.9,12825,6413,83
53061052204-RM1L-LC,-122.01839,47.86677,RM1L-LC,0.6,173,87,1
53061052204-W1-LC,-122.01839,47.86677,W1-LC,26.3,7518,3759,49
53061052204-C2L-MC,-122.01839,47.86677,C2L-MC,1.7,1006,503,6
53061052204-MH-MC,-122.01839,47.86677,MH-MC,10.9,1322,665,15
53061052204-RM1L-MC,-122.01839,47.86677,RM1L-MC,31.8,9727,4864,63
53061052204-S3-MC,-122.01839,47.86677,S3-MC,0.6,335,168,2
53061052204-W1-MC,-122.01839,47.86677,W1-MC,1476.6,421914,210971,2729
53061052206-MH-PC,-121.93806,47.92724,MH-PC,17.3,888,445,17
53061052206-RM1L-PC,-121.93806,47.92724,RM1L-PC,1.9,579,290,4
53061052206-W1-PC,-121.93806,47.92724,W1-PC,99.5,29500,14751,186
53061052206-MH-LC,-121.93806,47.92724,MH-LC,26.5,1361,683,26
53061052206-RM1L-LC,-121.93806,47.92724,RM1L-LC,3.0,889,444,6
53061052206-W1-LC,-121.93806,47.92724,W1-LC,152.6,45246,22626,285
53061052206-MH-MC,-121.93806,47.92724,MH-MC,189.8,9757,4895,189
53061052206-RM1L-MC,-121.93806,47.92724,RM1L-MC,21.2,6370,3185,40
53061052206-W1-MC,-121.93806,47.92724,W1-MC,1093.7,324299,162167,2041
53061052207-MH-PC,-121.87782,47.90215,MH-PC,16.6,868,436,17
53061052207-RM1L-PC,-121.87782,47.90215,RM1L-PC,2.6,865,433,5
53061052207-W1-PC,-121.87782,47.90215,W1-PC,123.4,36743,18374,231
53061052207-C2L-LC,-121.87782,47.90215,C2L-LC,0.3,383,191,2
53061052207-MH-LC,-121.87782,47.90215,MH-LC,41.2,2153,1081,41
53061052207-RM1L-LC,-121.87782,47.90215,RM1L-LC,6.3,2145,1073,13
53061052207-W1-LC,-121.87782,47.90215,W1-LC,305.8,91092,45551,573
53061052207-C2L-MC,-121.87782,47.90215,C2L-MC,1.4,1607,803,8
53061052207-MH-MC,-121.87782,47.90215,MH-MC,173.0,9038,4537,173
53061052207-RM1L-MC,-121.87782,47.90215,RM1L-MC,26.6,9008,4504,55
53061052207-S4L-MC,-121.87782,47.90215,S4L-MC,0.1,282,141,1
53061052207-W1-MC,-121.87782,47.90215,W1-MC,1284.0,382486,191264,2408
53033002800-C2L-PC,-122.34994,47.68511,C2L-PC,4.3,2834,1418,18
53033002800-C3L-PC,-122.34994,47.68511,C3L-PC,4.1,2429,1216,16
53033002800-MH-PC,-122.34994,47.68511,MH-PC,2.9,1707,854,11
53033002800-RM1L-PC,-122.34994,47.68511,RM1L-PC,15.0,4995,2499,34
53033002800-S3-PC,-122.34994,47.68511,S3-PC,1.4,815,408,5
53033002800-W1-PC,-122.34994,47.68511,W1-PC,873.1,225600,112831,1619
53033002800-C2L-MC,-122.34994,47.68511,C2L-MC,3.3,2173,1088,14
53033002800-MH-MC,-122.34994,47.68511,MH-MC,2.2,1309,655,9
53033002800-RM1L-MC,-122.34994,47.68511,RM1L-MC,11.5,3830,1916,26
53033002800-S3-MC,-122.34994,47.68511,S3-MC,1.0,625,313,4
53033002800-W1-MC,-122.34994,47.68511,W1-MC,669.5,172986,86517,1241
53061052209-C2L-PC,-122.01332,47.83083,C2L-PC,2.6,6827,3414,34
53061052209-C3L-PC,-122.01332,47.83083,C3L-PC,0.9,689,345,4
53061052209-MH-PC,-122.01332,47.83083,MH-PC,0.9,739,370,5
53061052209-RM1L-PC,-122.01332,47.83083,RM1L-PC,5.4,5587,2794,30
53061052209-S1L-PC,-122.01332,47.83083,S1L-PC,0.2,891,445,4
53061052209-S2L-PC,-122.01332,47.83083,S2L-PC,0.1,480,240,2
53061052209-S3-PC,-122.01332,47.83083,S3-PC,0.4,328,164,2
53061052209-S4L-PC,-122.01332,47.83083,S4L-PC,0.2,768,384,4
53061052209-W1-PC,-122.01332,47.83083,W1-PC,218.4,72177,36097,472
53061052209-C2L-LC,-122.01332,47.83083,C2L-LC,1.7,4425,2212,22
53061052209-C3L-LC,-122.01332,47.83083,C3L-LC,0.6,447,223,3
53061052209-MH-LC,-122.01332,47.83083,MH-LC,0.6,479,240,3
53061052209-RM1L-LC,-122.01332,47.83083,RM1L-LC,3.5,3621,1811,19
53061052209-S1L-LC,-122.01332,47.83083,S1L-LC,0.1,577,289,3
53061052209-S2L-LC,-122.01332,47.83083,S2L-LC,0.1,311,156,1
53061052209-S3-LC,-122.01332,47.83083,S3-LC,0.3,212,106,1
53061052209-S4L-LC,-122.01332,47.83083,S4L-LC,0.1,498,249,2
53061052209-W1-LC,-122.01332,47.83083,W1-LC,141.6,46778,23394,306
53061052209-C2L-MC,-122.01332,47.83083,C2L-MC,2.7,7319,3660,36
53061052209-MH-MC,-122.01332,47.83083,MH-MC,1.0,792,396,5
53061052209-RM1L-MC,-122.01332,47.83083,RM1L-MC,5.8,5990,2995,32
53061052209-S1L-MC,-122.01332,47.83083,S1L-MC,0.2,955,477,5
53061052209-S2L-MC,-122.01332,47.83083,S2L-MC,0.1,514,257,2
53061052209-S3-MC,-122.01332,47.83083,S3-MC,0.4,351,176,2
53061052209-S4L-MC,-122.01332,47.83083,S4L-MC,0.2,823,412,4
53061052209-W1-MC,-122.01332,47.83083,W1-MC,234.2,77374,38696,506
53063010100-MH-PC,-117.11221,47.87190,MH-PC,16.3,883,443,17
53063010100-RM1L-PC,-117.11221,47.87190,RM1L-PC,2.3,716,358,5
53063010100-W1-PC,-117.11221,47.87190,W1-PC,111.0,30529,15266,202
53063010100-C2L-LC,-117.11221,47.87190,C2L-LC,1.3,1866,933,11
53063010100-C3L-LC,-117.11221,47.87190,C3L-LC,0.2,266,133,2
53063010100-MH-LC,-117.11221,47.87190,MH-LC,302.8,16410,8227,307
53063010100-RM1L-LC,-117.11221,47.87190,RM1L-LC,42.2,13304,6653,87
53063010100-S3-LC,-117.11221,47.87190,S3-LC,0.3,446,223,3
53063010100-W1-LC,-117.11221,47.87190,W1-LC,2063.5,567480,283767,3762
53033011001-C2L-PC,-122.28620,47.53836,C2L-PC,0.2,287,144,2
53033011001-C3L-PC,-122.28620,47.53836,C3L-PC,1.1,1298,649,8
53033011001-RM1L-PC,-122.28620,47.53836,RM1L-PC,0.8,433,216,3
53033011001-W1-PC,-122.28620,47.53836,W1-PC,27.1,6044,3023,49
53033011001-C2L-MC,-122.28620,47.53836,C2L-MC,6.6,9624,4814,54
53033011001-MH-MC,-122.28620,47.53836,MH-MC,4.1,4653,2328,29
53033011001-RM1L-MC,-122.28620,47.53836,RM1L-MC,25.7,14490,7248,92
53033011001-S1L-MC,-122.28620,47.53836,S1L-MC,0.2,492,246,2
53033011001-S2L-MC,-122.28620,47.53836,S2L-MC,0.2,458,229,2
53033011001-S3-MC,-122.28620,47.53836,S3-MC,1.7,1980,991,12
53033011001-S4L-MC,-122.28620,47.53836,S4L-MC,0.3,803,401,4
53033011001-W1-MC,-122.28620,47.53836,W1-MC,907.0,202377,101218,1638
53033011002-C3L-PC,-122.29891,47.54041,C3L-PC,0.6,319,160,2
53033011002-RM1L-PC,-122.29891,47.54041,RM1L-PC,0.6,169,85,1
53033011002-W1-PC,-122.29891,47.54041,W1-PC,26.1,6181,3091,45
53033011002-C2L-MC,-122.29891,47.54041,C2L-MC,2.7,1991,996,12
53033011002-MH-MC,-122.29891,47.54041,MH-MC,1.9,964,483,7
53033011002-RM1L-MC,-122.29891,47.54041,RM1L-MC,24.6,7189,3595,50
53033011002-S3-MC,-122.29891,47.54041,S3-MC,0.8,425,213,3
53033011002-W1-MC,-122.29891,47.54041,W1-MC,1110.0,262823,131438,1915
53033027400-C3L-PC,-122.32361,47.48273,C3L-PC,0.3,407,203,3
53033027400-MH-PC,-122.32361,47.48273,MH-PC,2.9,212,107,3
53033027400-RM1L-PC,-122.32361,47.48273,RM1L-PC,2.8,720,360,5
53033027400-W1-PC,-122.32361,47.48273,W1-PC,151.7,32869,16437,252
53033027400-C2L-MC,-122.32361,47.48273,C2L-MC,1.0,1663,832,10
53033027400-MH-MC,-122.32361,47.48273,MH-MC,29.7,2140,1079,33
53033027400-RM1L-MC,-122.32361,47.48273,RM1L-MC,27.8,7276,3639,54
53033027400-S3-MC,-122.32361,47.48273,S3-MC,0.3,329,164,2
53033027400-W1-MC,-122.32361,47.48273,W1-MC,1533.6,332342,166191,2550
53029971800-MH-PC,-122.52526,47.98287,MH-PC,10.3,543,273,10
53029971800-RM1L-PC,-122.52526,47.98287,RM1L-PC,3.6,888,444,6
53029971800-W1-PC,-122.52526,47.98287,W1-PC,182.9,42043,21023,307
53029971800-C2L-MC,-122.52526,47.98287,C2L-MC,1.1,789,395,4
53029971800-MH-MC,-122.52526,47.98287,MH-MC,87.2,4594,2308,88
53029971800-RM1L-MC,-122.52526,47.98287,RM1L-MC,30.2,7507,3754,53
53029971800-W1-MC,-122.52526,47.98287,W1-MC,1546.2,355381,177703,2592
53071920100-C2L-PC,-118.36022,46.14270,C2L-PC,0.5,186,93,1
53071920100-MH-PC,-118.36022,46.14270,MH-PC,83.2,4271,2157,83
53071920100-RM1L-PC,-118.36022,46.14270,RM1L-PC,8.3,1994,997,14
53071920100-W1-PC,-118.36022,46.14270,W1-PC,449.3,104545,52297,757
53071920100-C2L-LC,-118.36022,46.14270,C2L-LC,1.4,526,264,3
53071920100-MH-LC,-118.36022,46.14270,MH-LC,235.9,12110,6116,235
53071920100-RM1L-LC,-118.36022,46.14270,RM1L-LC,23.4,5653,2828,41
53071920100-W1-LC,-118.36022,46.14270,W1-LC,1274.0,296410,148275,2147
53035091600-C3L-PC,-122.64964,47.63969,C3L-PC,1.3,1491,746,9
53035091600-MH-PC,-122.64964,47.63969,MH-PC,3.8,244,122,4
53035091600-RM1L-PC,-122.64964,47.63969,RM1L-PC,0.3,159,80,1
53035091600-W1-PC,-122.64964,47.63969,W1-PC,13.0,3651,1826,26
53035091600-C2L-MC,-122.64964,47.63969,C2L-MC,7.0,8032,4017,48
53035091600-MH-MC,-122.64964,47.63969,MH-MC,414.3,26865,13440,443
53035091600-RM1L-MC,-122.64964,47.63969,RM1L-MC,37.0,17561,8782,113
53035091600-S3-MC,-122.64964,47.63969,S3-MC,2.1,2469,1235,15
53035091600-W1-MC,-122.64964,47.63969,W1-MC,1437.1,402430,201234,2822
53011040101-MH-PC,-122.36476,45.92080,MH-PC,21.6,1127,565,22
53011040101-RM1L-PC,-122.36476,45.92080,RM1L-PC,1.6,418,209,3
